year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,unemployed,below_poverty,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_home_value,med_gross_rent,med_year_built,household_size,occupied_housing,renter_occupied,owner_occupied,mortgaged_housing,predominant_heat,gas_heat,electric_heat,no_heat
2008,Colorado,CO,Mountain,West,4939456,2487842,2451614,35.8,bachelor's degree or higher,1161467,56993,NA,552889,96048,0.457,495890,4357514,NA,NA,NA,2152124,242200,848,1979,2.603,0.8818427748586978,0.3251183585506643,0.6748816414493357,0.45452817774440507,utility gas,0.7643999610082014,0.15484538961500868,0.002741018054783477
2008,Connecticut,CT,New England,Northeast,3501252,1709297,1791955,39.3,bachelor's degree or higher,841910,68595,NA,314806,87443,0.486,398784,3042060,NA,NA,NA,1443192,306000,970,1963,2.634,0.921086729970787,0.310119197625827,0.6898808023741729,0.4613495640219735,"fuel oil, kerosene, etc.",0.3101786271773596,0.14697379457686535,0.0017264660856613043
2008,Delaware,DE,South Atlantic,South,873092,422659,450433,38.3,high school graduate (includes equivalency),159978,57989,NA,85094,24064,0.447,90792,765339,NA,NA,NA,392967,250900,917,1979,2.657,0.8363399471202416,0.26505078289021283,0.7349492171097872,0.42470232869426694,utility gas,0.3979686843914877,0.28219647410346443,0.0022272663652351714
2008,Florida,FL,South Atlantic,South,18328340,8996705,9331635,40.3,high school graduate (includes equivalency),3278447,47778,NA,2370808,507031,0.471,2315518,15680325,NA,NA,NA,8798213,218700,947,1984,2.597,0.8021270910354182,0.30334441644343396,0.696655583556566,0.36398857358875036,electricity,0.045335422899882884,0.9187781136796941,0.015916460791933443
2008,Georgia,GA,South Atlantic,South,9685744,4767677,4918067,35,high school graduate (includes equivalency),1702466,50861,NA,1380842,320926,0.467,1016109,8457332,NA,NA,NA,4026181,169100,787,1985,2.791,0.8618204198966714,0.3255303911269812,0.6744696088730189,0.42280935705573097,electricity,0.4449403359516059,0.4734992485255105,0.0021323719071024787
2008,Hawaii,HI,Pacific,West,1288198,649535,638663,38.3,some college or associate's degree,254173,67214,NA,115131,31359,0.428,146327,1090338,NA,NA,NA,512842,560200,1298,1976,2.947,0.8523190378323148,0.40891776575422384,0.5910822342457762,0.34436142125644936,no fuel used,0.019992907882545385,0.36723212957984924,0.5814186522689057
2008,Idaho,ID,Mountain,West,1523816,766323,757493,34.4,some college or associate's degree,230157,47576,NA,187805,43209,0.419,146751,1352036,NA,NA,NA,641543,183700,690,1980,2.692,0.8822541902881023,0.2913512978706864,0.7086487021293135,0.4384211190832103,utility gas,0.5048285877838319,0.3323086055928933,0.0017208358951526844
2008,Illinois,IL,East North Central,North Central,12901564,6353674,6547890,36,bachelor's degree or higher,2507694,56235,NA,1532238,414320,0.467,1266443,11442869,NA,NA,NA,5276082,214900,811,1965,2.707,0.9033695837176147,0.3072552605275592,0.6927447394724409,0.44014042996299146,utility gas,0.8134951739857649,0.1309874089745989,0.0028231826600859542
2008,Indiana,IN,East North Central,North Central,6376792,3136086,3240706,36.8,high school graduate (includes equivalency),956371,47966,NA,807506,227061,0.437,668075,5603109,NA,NA,NA,2795063,125200,670,1971,2.571,0.8874826792812899,0.28173000560355077,0.7182699943964492,0.4519894542627483,utility gas,0.6358732065613951,0.24709038648375173,0.002167646952111813
2008,Iowa,IA,West North Central,North Central,3002557,1480463,1522094,38.2,high school graduate (includes equivalency),480240,48980,NA,334919,108318,0.428,325036,2626432,NA,NA,NA,1328740,120700,607,1964,2.471,0.914664268404654,0.2710879408500096,0.7289120591499905,0.425512891912639,utility gas,0.6545146217018787,0.16211695222203298,0.004053150077631894
2008,Kansas,KS,West North Central,North Central,2802134,1389348,1412786,36.2,some college or associate's degree,534955,50177,NA,307478,77397,0.442,269302,2469444,NA,NA,NA,1226429,125700,654,1971,2.523,0.9057426071953615,0.30574642901832777,0.6942535709816723,0.41693322646480147,utility gas,0.7046107006568968,0.18633741106867033,0.0013674471948427705
2008,Kentucky,KY,East South Central,South,4269245,2086782,2182463,37.8,high school graduate (includes equivalency),565288,41538,NA,720586,230255,0.467,418543,3769296,NA,NA,NA,1920533,118400,578,1976,2.532,0.8780255272885183,0.30466406171702515,0.6953359382829749,0.38190127428167076,electricity,0.4130039133546861,0.46896506327252285,0.0018703925867458312
2008,Louisiana,LA,West South Central,South,4410796,2139612,2271184,35.9,high school graduate (includes equivalency),573850,43733,NA,744218,263094,0.477,445225,3867666,NA,NA,NA,1883134,132400,698,1976,2.714,0.8630044383458638,0.3145716126420097,0.6854283873579903,0.3399975785047692,electricity,0.3886440230550601,0.5689753518591788,0.002074881564997265
2008,Maine,ME,New England,Northeast,1316456,640629,675827,41.9,high school graduate (includes equivalency),235518,46581,NA,157553,74863,0.436,133533,1165755,NA,NA,NA,700550,180200,702,1971,2.427,0.7741959888658911,0.2785975444490129,0.721402455550987,0.3687102990507458,"fuel oil, kerosene, etc.",0.03609759515306169,0.045995025471870316,0.0029353034775602316
2008,Maryland,MD,South Atlantic,South,5633597,2728031,2905566,37.6,bachelor's degree or higher,1316442,70545,NA,442994,115167,0.438,631666,4898347,NA,NA,NA,2333250,341200,1074,1974,2.692,0.8969000321440052,0.3053287344721536,0.6946712655278464,0.48201735776277727,utility gas,0.45041554132189543,0.3736851863532713,0.001765190481924717
2008,Massachusetts,MA,New England,Northeast,6497967,3152206,3345761,38.7,bachelor's degree or higher,1675267,65401,NA,626670,190354,0.471,804349,5594438,NA,NA,NA,2735645,353600,991,1957,2.634,0.901916367072482,0.35463496267006794,0.6453650373299321,0.4230512365456775,utility gas,0.4722061116440774,0.13212660036809123,0.0022331895742875984
2008,Michigan,MI,East North Central,North Central,10003422,4918443,5084979,38,some college or associate's degree,1640173,48591,NA,1410276,465600,0.451,1132171,8733968,NA,NA,NA,4535568,151300,706,1968,2.625,0.840203696648358,0.26016735064360486,0.7398326493563951,0.4276518398577642,utility gas,0.7798531069977152,0.07012042874975628,0.002636453595976279
2008,Minnesota,MN,West North Central,North Central,5220393,2596324,2624069,37.4,some college or associate's degree,1089354,57288,NA,490911,116066,0.445,531633,4618984,NA,NA,NA,2331203,213800,734,1973,2.498,0.8962964615265165,0.25342087794437673,0.7465791220556233,0.4804793919705834,utility gas,0.6827158738978554,0.137097866471017,0.005484220959688415
2008,Mississippi,MS,East South Central,South,2938618,1427841,1510777,35.5,some college or associate's degree,361051,37790,NA,601617,143847,0.478,288659,2578860,NA,NA,NA,1267191,99700,638,1979,2.686,0.8634909812332947,0.2990583143241504,0.7009416856758496,0.34207076912635903,electricity,0.3352351655261157,0.495647079897058,0.0018360311750599521
2008,Missouri,MO,West North Central,North Central,5911605,2885591,3026014,37.6,high school graduate (includes equivalency),979207,46867,NA,768092,259041,0.448,612945,5182219,NA,NA,NA,2664062,141500,657,1973,2.537,0.8746192843860241,0.29896139122075155,0.7010386087792484,0.4122869512796624,utility gas,0.5509978369470052,0.298449382843213,0.0013201490103174195
2008,Montana,MT,Mountain,West,967440,481256,486184,39.1,some college or associate's degree,175831,43654,NA,139707,30821,0.449,108349,842065,NA,NA,NA,438337,180300,631,1974,2.576,0.8568703988027476,0.31481530785573936,0.6851846921442606,0.3335401757095568,utility gas,0.5726122077327356,0.1897347696207115,0.002228446370853945
2008,Nebraska,NE,West North Central,North Central,1783432,883051,900381,36.3,some college or associate's degree,312412,49693,NA,186727,47250,0.427,169512,1580337,NA,NA,NA,785841,126500,626,1969,2.533,0.8960374935896702,0.3069717372749569,0.693028262725043,0.4055375069511517,utility gas,0.6540418636555358,0.22928155218471247,0.0022964085420149032
2008,Nevada,NV,Mountain,West,2600167,1324346,1275821,35.9,some college or associate's degree,373815,56361,NA,290197,50005,0.431,243716,2324395,NA,NA,NA,1127100,271500,1011,1992,2.729,0.8454050217372017,0.4034513084873265,0.5965486915126734,0.3918631887143998,utility gas,0.6280739167303349,0.31482721418556425,0.0015458789155969003
2008,New Hampshire,NH,New England,Northeast,1315809,647416,668393,40.3,bachelor's degree or higher,300887,63731,NA,97158,26480,0.419,133309,1166047,NA,NA,NA,597088,264700,914,1974,2.604,0.8462504689426015,0.27674623876378923,0.7232537612362108,0.4422530682244493,"fuel oil, kerosene, etc.",0.19718733548920808,0.0705560811104998,0.006849586174958341
2008,New Jersey,NJ,Middle Atlantic,Northeast,8682661,4251963,4430698,38.7,bachelor's degree or higher,2017624,70378,NA,741472,149269,0.462,937190,7620089,NA,NA,NA,3515923,364100,1068,1964,2.753,0.8970651518818814,0.3297508062746749,0.6702491937253251,0.4321272109770322,utility gas,0.727305729971858,0.103024655581526,0.0027656838337964474
2008,New Mexico,NM,Mountain,West,1984356,979396,1004960,36,some college or associate's degree,315930,43508,NA,332769,66569,0.46,208867,1742999,NA,NA,NA,871721,165100,668,1979,2.677,0.8505003321016702,0.30826181313975337,0.6917381868602467,0.3608287514009643,utility gas,0.6887465453824458,0.13656883810202064,0.0015362847805297823
2008,New York,NY,Middle Atlantic,Northeast,19490297,9461978,10028319,38,bachelor's degree or higher,4173189,56033,NA,2581491,754827,0.503,2112555,17094502,NA,NA,NA,7977383,318900,953,1954,2.731,0.8947147203537802,0.4470914252393211,0.5529085747606789,0.3237783619013905,utility gas,0.5292446271668356,0.08647755609050924,0.006105094205491516
2008,North Carolina,NC,South Atlantic,South,9222414,4511067,4711347,37,some college or associate's degree,1586081,46549,NA,1301929,344069,0.463,946147,8058295,NA,NA,NA,4200447,154500,694,1983,2.565,0.8559029550902558,0.3182092665864666,0.6817907334135335,0.40137799619897596,electricity,0.2560492882822116,0.5598367256114097,0.002844645949084537
2008,North Dakota,ND,West North Central,North Central,641481,322965,318516,37,some college or associate's degree,112643,45685,NA,73622,19605,0.451,59843,564127,NA,NA,NA,313018,112500,534,1973,2.335,0.8777226868742373,0.3339520934109331,0.6660479065890669,0.32670645138618226,utility gas,0.43982194268825775,0.33838532737867755,0.008877387230975857
2008,Ohio,OH,East North Central,North Central,11485910,5600023,5885887,38.2,high school graduate (includes equivalency),1847054,47988,NA,1492154,449544,0.45,1184040,10112160,NA,NA,NA,5080242,140200,667,1965,2.547,0.8875307514878228,0.309507191489843,0.6904928085101569,0.42445103993077493,utility gas,0.6825054431586088,0.201446437478473,0.002739044873982866
2008,Oklahoma,OK,West South Central,South,3642361,1794927,1847434,36.3,high school graduate (includes equivalency),523057,42822,NA,561666,154168,0.458,382585,3167513,NA,NA,NA,1637213,105500,614,1974,2.587,0.8599571344718128,0.32759655466559845,0.6724034453344016,0.35295285341614074,utility gas,0.5792477340896193,0.30913473865588775,0.0012386953072340801
2008,Oregon,OR,Pacific,West,3790060,1884732,1905328,38,some college or associate's degree,725153,50169,NA,506145,171867,0.447,411629,3334691,NA,NA,NA,1628902,273300,780,1976,2.57,0.9053675420620761,0.3566402555000661,0.6433597444999339,0.41326918378146754,electricity,0.39307342575546445,0.47547355323426604,0.002676376754104919
2008,Pennsylvania,PA,Middle Atlantic,Northeast,12448279,6056221,6392058,40,high school graduate (includes equivalency),2225655,50713,NA,1458394,437768,0.457,1456000,10753227,NA,NA,NA,5496509,164700,726,1959,2.538,0.892303460250861,0.29151213341722815,0.7084878665827719,0.4031931904414238,utility gas,0.5166206753967842,0.19004031763132795,0.0019591995520897515
2008,Rhode Island,RI,New England,Northeast,1050788,506854,543934,38.8,bachelor's degree or higher,212880,55701,NA,118556,31911,0.46,116585,913699,NA,NA,NA,451770,286000,850,1957,2.633,0.883429621267459,0.3757588817034028,0.6242411182965971,0.3992496181685371,utility gas,0.49260975126970963,0.08188530895223586,0.0016837589919495273
2008,South Carolina,SC,South Atlantic,South,4479800,2179245,2300555,37.6,high school graduate (includes equivalency),700496,44625,NA,679584,184139,0.464,507081,3866309,NA,NA,NA,2056179,138700,675,1983,2.632,0.8278948476761994,0.2941855137167362,0.7058144862832638,0.37042203037770544,electricity,0.25474416965282265,0.6531269458967279,0.0031498560770721966
2008,South Dakota,SD,West North Central,North Central,804194,401590,402604,37.6,some college or associate's degree,131050,46032,NA,96490,26852,0.446,82280,701251,NA,NA,NA,361455,126200,569,1972,2.514,0.8851060297962402,0.30798059551271234,0.6920194044872877,0.36682297934735997,utility gas,0.4946425110806874,0.25573101279670923,0.004747972968749023
2008,Tennessee,TN,East South Central,South,6214888,3026666,3188222,37.7,high school graduate (includes equivalency),954737,43614,NA,938077,311287,0.471,668190,5445201,NA,NA,NA,2758261,138600,660,1980,2.553,0.8826876789397378,0.3017008785127263,0.6982991214872737,0.3933307979194137,electricity,0.3571261638578821,0.5628991536064448,0.0019883492019289574
2008,Texas,TX,West South Central,South,24326974,12147242,12179732,33.2,some college or associate's degree,3832100,50043,NA,3760431,797298,0.474,2103988,21723340,NA,NA,NA,9599073,126800,768,1981,2.888,0.8774023283289959,0.3510220369879827,0.6489779630120174,0.36547008237149564,electricity,0.39709464775976105,0.5523472412178743,0.004072783884684483
2008,Utah,UT,Mountain,West,2736424,1379910,1356514,28.7,some college or associate's degree,451739,56633,NA,257649,47842,0.411,255156,2449709,NA,NA,NA,944475,236000,784,1982,3.203,0.9044643849757802,0.2827915677487931,0.7172084322512069,0.4784552264485561,utility gas,0.8651286985919714,0.09350255898783018,4.717621663131377e-4
2008,Vermont,VT,New England,Northeast,621270,305282,315988,41.5,high school graduate (includes equivalency),138088,52104,NA,63288,21828,0.434,69961,545128,NA,NA,NA,312618,214700,797,1971,2.485,0.7996532509324479,0.27841159104909874,0.7215884089509013,0.39149377195171103,"fuel oil, kerosene, etc.",0.14819629899274359,0.03929820069923916,0.0010600593633243462
2008,Virginia,VA,South Atlantic,South,7769089,3822265,3946824,37.5,bachelor's degree or higher,1736982,61233,NA,768031,194701,0.46,840407,6679843,NA,NA,NA,3306473,269600,934,1978,2.624,0.8955412610355505,0.3129983185206224,0.6870016814793777,0.4481479207602784,electricity,0.3456529249602257,0.4900450274443506,0.002291729073450491
2008,Washington,WA,Pacific,West,6549224,3267498,3281726,37.3,some college or associate's degree,1347084,58078,NA,728323,220716,0.442,696765,5731470,NA,NA,NA,2791765,308100,874,1978,2.571,0.9125635574627521,0.34717660852318377,0.6528233914768162,0.43823387713507406,electricity,0.3625919126666282,0.5185674086407818,0.0024194722771418353
2008,West Virginia,WV,South Atlantic,South,1814468,888173,926295,40.6,high school graduate (includes equivalency),216204,37989,NA,300670,95856,0.453,176994,1610716,NA,NA,NA,886419,95900,528,1971,2.421,0.8456339496332999,0.2627250242133658,0.7372749757866343,0.3265385782570094,utility gas,0.43809115965346207,0.3988921884880454,5.683137091674604e-4
2008,Wisconsin,WI,East North Central,North Central,5627968,2797965,2830003,38.2,high school graduate (includes equivalency),965664,52094,NA,569090,147549,0.426,580038,4959971,NA,NA,NA,2568752,173300,704,1970,2.502,0.8757676879667636,0.2987189004414059,0.7012810995585941,0.4240880396394825,utility gas,0.6636540231060218,0.1267123927045781,0.003385445606610865
2008,Wyoming,WY,Mountain,West,532668,269287,263381,36.6,some college or associate's degree,82557,53207,NA,48776,8709,0.441,48458,474970,NA,NA,NA,246418,188200,636,1975,2.553,0.8465818243797125,0.29907532128870207,0.7009246787112979,0.3759019227491498,utility gas,0.632544472300384,0.19227948402065068,0.0025837315987019024
2009,Alabama,AL,East South Central,South,4708708,2280784,2427924,37.4,high school graduate (includes equivalency),686543,40489,NA,804683,235122,0.471,444747,4171281,257026,781969,816609,2182358,119600,657,1979,2.548,0.846813859137685,0.30419723265212917,0.6958027673478708,0.35710227194621597,electricity,0.31672231989268695,0.5810001996698143,0.0026032831345022406
2009,Alaska,AK,Pacific,West,698473,360688,337785,32.6,some college or associate's degree,114535,66953,NA,61653,23699,0.402,45462,632619,24127,58787,98242,283895,232900,1007,1981,2.952,0.8333961499850296,0.34767980997223125,0.6523201900277688,0.36911534193980167,utility gas,0.49005693225188823,0.09539005143767672,8.326394671107411e-4
2009,Arizona,AZ,Mountain,West,6595778,3307075,3288703,34.9,some college or associate's degree,1085753,48745,NA,1069897,244136,0.451,650941,5850590,444241,947737,1276804,2753059,187700,859,1987,2.897,0.827030949936053,0.3294332338544446,0.6705667661455554,0.390972732513179,electricity,0.35886317370595094,0.5754877869351059,0.010398069275077793
2009,Arkansas,AR,West South Central,South,2889450,1413505,1475945,37.1,high school graduate (includes equivalency),358933,37823,NA,527378,157428,0.461,235884,2597507,138269,498358,581200,1309843,102900,606,1979,2.569,0.858841097749883,0.3396488901254904,0.6603511098745096,0.3324917566456438,electricity,0.418357487063835,0.444026251903423,0.001412510989406612
2009,California,CA,Pacific,West,36961664,18517377,18444287,34.9,bachelor's degree or higher,7110449,58931,NA,5128708,754865,0.467,2928270,33448668,1942552,4466388,6533515,13434537,384200,1155,1973,3.026,0.9092156283465519,0.4342926187388819,0.5657073812611181,0.38904117052936027,utility gas,0.6671101690551311,0.246300437719829,0.02907172892496544
2009,Colorado,CO,Mountain,West,5024748,2529083,2495665,35.7,bachelor's degree or higher,1181594,55430,NA,634387,116941,0.453,393063,4537079,247829,579706,579065,2167902,237800,851,1980,2.631,0.8811034816149439,0.32991771309627643,0.6700822869037236,0.44826934058827383,utility gas,0.7530696606437414,0.16408588662856138,0.0025286025256708125
2009,Connecticut,CT,New England,Northeast,3518288,1716182,1802106,39.5,bachelor's degree or higher,843502,67034,NA,320554,107127,0.48,311669,3145187,174888,505055,468837,1445840,291200,1006,1963,2.653,0.9173414762352681,0.3115086829889115,0.6884913170110885,0.45599720577657277,"fuel oil, kerosene, etc.",0.3141784579844066,0.15063834086414457,0.0013955813376620733
2009,Delaware,DE,South Atlantic,South,885122,428865,456257,38.2,high school graduate (includes equivalency),171091,56860,NA,93251,30371,0.434,80404,789079,42494,139879,147987,396270,249400,949,1980,2.705,0.8258308728896964,0.26384559911016586,0.7361544008898341,0.42574759633583165,utility gas,0.40063620695977414,0.288798846149145,0.00250876999987777
2009,Florida,FL,South Atlantic,South,18537969,9111329,9426640,40.1,high school graduate (includes equivalency),3233714,44736,NA,2707925,667567,0.469,1972173,16220611,1251125,3416567,2668500,8848172,182400,952,1984,2.653,0.7897277539360672,0.31521097159029354,0.6847890284097065,0.34957480482974335,electricity,0.04568805493465826,0.9201449357702243,0.014974425582746238
2009,Georgia,GA,South Atlantic,South,9829211,4826927,5002284,34.6,high school graduate (includes equivalency),1716045,47590,NA,1574649,378962,0.469,806473,8787804,498053,1172011,1468984,4063506,162800,800,1985,2.833,0.8537578140649971,0.3295620090797723,0.6704379909202277,0.4074990906867124,electricity,0.43016588599841465,0.49183396987821576,0.0025313828637313542
2009,Hawaii,HI,Pacific,West,1295178,654657,640521,37.9,some college or associate's degree,261095,64098,NA,131007,34900,0.425,118376,1113173,66659,190768,180139,515663,517600,1293,1977,2.903,0.8651696941607212,0.4331750856241146,0.5668249143758853,0.34427329476809465,no fuel used,0.01943353596212814,0.31110468556673304,0.6364202843975828
2009,Idaho,ID,Mountain,West,1545801,776454,769347,34.2,some college or associate's degree,230252,44926,NA,216115,49288,0.421,127056,1393507,77765,208242,206766,647537,171700,694,1980,2.768,0.8624464702403106,0.2846511694534672,0.7153488305465329,0.42947661678019944,utility gas,0.5128423216453643,0.3225048615314092,0.0015166545501427123
2009,Illinois,IL,East North Central,North Central,12910409,6359111,6551298,36.2,bachelor's degree or higher,2581463,53966,NA,1677093,486801,0.469,1031056,11688519,611219,1695625,2141930,5290878,202200,828,1965,2.714,0.8991800604738949,0.3200004960638594,0.6799995039361406,0.42557189940875595,utility gas,0.8041306564942746,0.1383013428196438,0.003115533272852779
2009,Indiana,IN,East North Central,North Central,6423113,3159805,3263308,36.8,high school graduate (includes equivalency),944320,45424,NA,896972,267661,0.434,551948,5764312,318813,905115,891248,2809487,123100,687,1970,2.593,0.8818506723825381,0.2957428070011156,0.7042571929988843,0.43543429814766893,utility gas,0.6243410823927529,0.2561746533265955,0.0025476802063976157
2009,Iowa,IA,West North Central,North Central,3007857,1483357,1524500,38,high school graduate (includes equivalency),496918,48044,NA,342934,123219,0.431,269790,2686932,160238,465302,424965,1342052,122000,611,1964,2.452,0.9141255331388054,0.2791831457999811,0.720816854200019,0.41713286817500367,utility gas,0.6561871333970218,0.16989021881245903,0.004028353347396976
2009,Kansas,KS,West North Central,North Central,2818747,1397869,1420878,35.9,some college or associate's degree,533004,47817,NA,365033,91291,0.444,228981,2527846,136432,394571,328767,1231995,125500,671,1971,2.551,0.8968997439112983,0.32202056877253443,0.6779794312274656,0.39503650582997496,utility gas,0.6981192351689086,0.19498885043657058,0.0012000260639145103
2009,Kentucky,KY,East South Central,South,4314113,2111522,2202591,37.7,high school graduate (includes equivalency),603567,40072,NA,777295,255794,0.464,350894,3874461,182064,688641,763972,1934995,117800,613,1977,2.546,0.8755562675872548,0.3135219812099774,0.6864780187900227,0.37442835769601474,electricity,0.4036903618646474,0.4807044281155025,0.0016798518708273005
2009,Louisiana,LA,West South Central,South,4492076,2181738,2310338,35.6,high school graduate (includes equivalency),620131,42492,NA,755460,293164,0.473,363253,4028308,221055,642100,876758,1963337,135400,715,1976,2.661,0.8597744554297098,0.32076915831322605,0.679230841686774,0.3316144910425464,electricity,0.3841437370373815,0.5763651884715114,0.0019987831948185663
2009,Maine,ME,New England,Northeast,1318301,642823,675478,42.2,high school graduate (includes equivalency),249275,45734,NA,157685,78873,0.432,108516,1192388,63191,234942,282209,704574,177500,722,1971,2.42,0.773311249066812,0.2725752723201586,0.7274247276798415,0.37457811386738654,"fuel oil, kerosene, etc.",0.04480825173670059,0.04683998495012435,0.0022299510879041215
2009,Maryland,MD,South Atlantic,South,5699478,2765653,2933825,37.7,bachelor's degree or higher,1355268,69272,NA,505286,147415,0.448,503586,5086182,272426,733131,703399,2341332,318600,1108,1974,2.72,0.894841910502227,0.31442560385505,0.6855743961449501,0.47096439120979,utility gas,0.45033367985253364,0.3816045079952385,0.0017497787718328574
2009,Massachusetts,MA,New England,Northeast,6593587,3203980,3389607,39,bachelor's degree or higher,1716578,64081,NA,654983,233115,0.468,668298,5827607,414680,945612,1241652,2748475,338500,988,1957,2.664,0.9006783761904329,0.3579373312456675,0.6420626687543325,0.4204862696586289,utility gas,0.47999064428404536,0.13167200701921072,0.0021514915014873813
2009,Michigan,MI,East North Central,North Central,9969727,4903174,5066553,38.5,some college or associate's degree,1628826,45255,NA,1576704,555220,0.453,931447,8903418,493295,1533461,1811742,4541470,132200,716,1968,2.61,0.8410792100355171,0.2681070105368539,0.7318929894631462,0.4145895491988277,utility gas,0.7767277633846946,0.07284273049236911,0.0030468074233402516
2009,Minnesota,MN,West North Central,North Central,5266215,2615345,2650870,37.5,some college or associate's degree,1098041,55616,NA,563006,131783,0.439,438706,4758014,274208,710463,697089,2331243,200400,757,1974,2.525,0.8947016677369112,0.2628994513768796,0.7371005486231205,0.4703838252811912,utility gas,0.6782085439073492,0.14111451566737798,0.005251305634809641
2009,Mississippi,MS,East South Central,South,2951996,1434962,1517034,35.1,high school graduate (includes equivalency),365660,36646,NA,624360,164624,0.47,243658,2636147,150904,460574,648273,1282015,98000,644,1980,2.696,0.8541444522879997,0.30508134053438,0.69491865946562,0.3333135727741095,electricity,0.3262744446250591,0.5128006093006011,0.0019478989539974394
2009,Missouri,MO,West North Central,North Central,5987580,2928463,3059117,37.6,high school graduate (includes equivalency),999095,45229,NA,849009,293576,0.45,489207,5382267,288673,937197,867681,2682015,139700,668,1973,2.559,0.8723605199821776,0.3091524325507205,0.6908475674492794,0.40203205425771293,utility gas,0.5421150890462131,0.30818264346809227,0.0016519324831900377
2009,Montana,MT,Mountain,West,974989,485597,489392,39.3,some college or associate's degree,177632,42322,NA,143028,32887,0.431,96435,861151,62181,154093,115527,441318,176300,627,1974,2.598,0.8503777321568574,0.30778577462049045,0.6922142253795095,0.3419778934917678,utility gas,0.5793166296727571,0.18347025076807882,0.0029257608177208376
2009,Nebraska,NE,West North Central,North Central,1796622,890892,905730,35.8,some college or associate's degree,315465,47357,NA,214765,58665,0.44,149166,1613811,91901,252358,215757,789397,123300,644,1969,2.526,0.9009699808841433,0.3276243878502242,0.6723756121497758,0.39365110331050157,utility gas,0.6436012333684372,0.24677351547967374,0.00192204132880967
2009,Nevada,NV,Mountain,West,2643085,1346479,1296606,35.5,some college or associate's degree,376423,53341,NA,321940,65473,0.433,192122,2417919,115791,330597,250949,1138045,207600,993,1993,2.737,0.8485736504268284,0.4074711483201566,0.5925288516798435,0.38690122095347723,utility gas,0.6386335513065449,0.30050170081235145,0.002456211201027218
2009,New Hampshire,NH,New England,Northeast,1324575,653759,670816,40.4,bachelor's degree or higher,288873,60567,NA,109213,35223,0.431,107156,1201573,59829,194522,143569,600087,249700,918,1975,2.616,0.8437809850904953,0.27456936220973177,0.7254306377902683,0.4296160390076772,"fuel oil, kerosene, etc.",0.1934621263888834,0.07587559396613357,0.00479122806324579
2009,New Jersey,NJ,Middle Atlantic,Northeast,8707740,4267434,4440306,38.7,bachelor's degree or higher,2037481,68342,NA,799099,174459,0.465,712100,7870570,395809,1239186,1059423,3524954,348300,1108,1965,2.76,0.8950261478589507,0.33863710274028613,0.6613628972597139,0.4221473528448882,utility gas,0.734979203949633,0.10550136516672658,0.002885012199969191
2009,New Mexico,NM,Mountain,West,2009671,989014,1020657,35.5,some college or associate's degree,327130,43028,NA,353594,79217,0.453,174268,1801562,107956,301214,429713,878066,160900,680,1980,2.708,0.8451574255238217,0.30666052197535654,0.6933394780246435,0.3539859190539208,utility gas,0.6739284520767979,0.15134940655218138,0.002102131237670192
2009,New York,NY,Middle Atlantic,Northeast,19541453,9497213,10044240,38.1,bachelor's degree or higher,4275463,54659,NA,2691757,891528,0.502,1732806,17531568,1069271,2827256,3853513,8017978,306000,984,1954,2.719,0.8964298729679727,0.4497299846748999,0.5502700153251001,0.3216870886899415,utility gas,0.5446729798937191,0.08560337973065946,0.006151465971390827
2009,North Carolina,NC,South Atlantic,South,9380884,4580153,4800731,36.9,some college or associate's degree,1632573,43674,NA,1478214,401614,0.464,764238,8385051,447111,1371555,1484468,4258573,155500,720,1984,2.573,0.8561776444832576,0.3280709910191589,0.6719290089808412,0.39011917841962557,electricity,0.25451119622500235,0.5707020798964372,0.0030281712352530584
2009,North Dakota,ND,West North Central,North Central,646844,323783,323061,37,some college or associate's degree,108035,47827,NA,72342,21168,0.45,52937,577145,30130,97829,59779,315625,116800,564,1973,2.318,0.8840047524752476,0.339965019676432,0.660034980323568,0.32288633663366334,utility gas,0.41216569777860607,0.37074483717662915,0.00765194578049847
2009,Ohio,OH,East North Central,North Central,11542645,5632221,5910424,38.5,high school graduate (includes equivalency),1866776,45395,NA,1709971,569270,0.453,993044,10358861,507526,1754191,1791472,5094314,134600,670,1965,2.55,0.8885208096713316,0.31954527258282733,0.6804547274171726,0.4139314930332131,utility gas,0.6807028272332739,0.20418791605875217,0.0026257046432443944
2009,Oklahoma,OK,West South Central,South,3687050,1818767,1868283,35.7,high school graduate (includes equivalency),540276,41664,NA,577956,172416,0.46,318939,3271368,192229,561843,595353,1650184,107700,636,1975,2.578,0.8665815448459081,0.3280501867457705,0.6719498132542295,0.34693646284293145,utility gas,0.5645379536915244,0.32042511323276124,0.0012006833475639135
2009,Oregon,OR,Pacific,West,3825657,1895208,1930449,38,some college or associate's degree,754459,48457,NA,534594,215791,0.443,345299,3434561,208461,566619,498251,1639539,257400,819,1976,2.575,0.9063029302749126,0.3694683222975142,0.6305316777024857,0.39986179041791625,electricity,0.38479890222818336,0.48161037041723004,0.002051255822154505
